Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
2/21/79,-147.8119965,68.22200012,1263,-15.759,-31.453,0,2.054182338,0.659288135,3.03271812
2/22/79,-147.8119965,68.22200012,1263,-12.502,-24.984,0,2.379889542,0.56395622,3.37331412
2/23/79,-147.8119965,68.22200012,1263,-13.685,-18.382,0,4.971096342,0.726043786,3.61715319
2/24/79,-147.8119965,68.22200012,1263,-19.214,-35.238,0.030899052,4.597058928,0.774190599,3.79428579
2/25/79,-147.8119965,68.22200012,1263,-17.044,-36.95,0,1.007717429,0.701640342,3.99870144
2/26/79,-147.8119965,68.22200012,1263,-14.28,-33.188,0,1.96141177,0.652327263,3.5601777
2/27/79,-147.8119965,68.22200012,1263,-19.738,-31.703,0.020599358,3.638586316,0.792294088,4.33372095
2/28/79,-147.8119965,68.22200012,1263,-21.91,-27.924,0.006866453,4.810702456,0.772209929,4.75717302
3/1/79,-147.8119965,68.22200012,1263,-25.549,-30.434,0.017166146,3.363008203,0.725015566,5.179610232
3/2/79,-147.8119965,68.22200012,1263,-27.484,-36.345,0,5.036051441,0.723910641,5.303755152
3/3/79,-147.8119965,68.22200012,1263,-30.379,-39.178,0,3.226615365,0.660937377,5.8880277
3/4/79,-147.8119965,68.22200012,1263,-27.32,-35.94,0,2.94106888,0.667391096,6.17720436
3/5/79,-147.8119965,68.22200012,1263,-20.412,-36.56,0.789642266,3.549309871,0.701977074,5.408549568
3/6/79,-147.8119965,68.22200012,1263,-17.141,-29.697,0.913238813,2.11457404,0.793552648,5.580732672
3/7/79,-147.8119965,68.22200012,1263,-12.234,-28.408,0.054931622,2.362261874,0.844313472,5.980386672
3/8/79,-147.8119965,68.22200012,1263,-15.007,-27.676,0,2.55254235,0.814732422,7.218731088
3/9/79,-147.8119965,68.22200012,1263,-20.26,-29.829,0.024032599,3.323289789,0.72927339,7.460042598
3/10/79,-147.8119965,68.22200012,1263,-22.144,-36.065,0,2.504836697,0.721736303,7.71350463
3/11/79,-147.8119965,68.22200012,1263,-19.218,-27.226,0.04806522,2.318615199,0.725737526,7.27109586
3/12/79,-147.8119965,68.22200012,1263,-18.442,-38.223,0,2.00506309,0.706226477,8.44886214
3/13/79,-147.8119965,68.22200012,1263,-15.62,-27.676,0,2.865185146,0.738539088,8.68303296
3/14/79,-147.8119965,68.22200012,1263,-16.144,-24.333,0.164794968,2.828000323,0.789464739,8.151867072
3/15/79,-147.8119965,68.22200012,1263,-21.972,-27.349,0,4.712799257,0.730236062,9.327597552
3/16/79,-147.8119965,68.22200012,1263,-20.908,-30.05,0.003433226,4.177389304,0.771801524,9.473854968
3/17/79,-147.8119965,68.22200012,1263,-22.712,-32.164,0.017166146,4.65845899,0.758345552,9.48071844
3/18/79,-147.8119965,68.22200012,1263,-20.125,-33.413,0.044631972,2.819466688,0.778239629,9.74773332
3/19/79,-147.8119965,68.22200012,1263,-19.721,-38.951,0.003433226,2.613116408,0.755729149,10.50237756
3/20/79,-147.8119965,68.22200012,1263,-16.281,-38.287,0.109863252,1.371046441,0.745057246,9.96041034
3/21/79,-147.8119965,68.22200012,1263,-12.961,-37.262,1.25656146,2.038944407,0.82520239,8.33562594
3/22/79,-147.8119965,68.22200012,1263,-3.929,-13.625,1.9706724,1.771676829,0.945612912,7.160459832
3/23/79,-147.8119965,68.22200012,1263,-4.308,-9.637,2.928542724,2.857774823,0.959062215,5.45478597
3/24/79,-147.8119965,68.22200012,1263,-7.536,-12.828,1.38015769,2.752244181,0.941168959,8.85589146
3/25/79,-147.8119965,68.22200012,1263,-4.97,-16.939,0.882339228,2.324721272,0.929943558,9.584881632
3/26/79,-147.8119965,68.22200012,1263,-7.241,-11.98,5.815885406,2.829479561,0.932082236,4.335919002
3/27/79,-147.8119965,68.22200012,1263,-9.928,-16.684,1.266861276,5.625579705,0.896744177,10.25577862
3/28/79,-147.8119965,68.22200012,1263,-15.321,-25.556,0.374221757,4.195590531,0.84338402,12.15247068
3/29/79,-147.8119965,68.22200012,1263,-14.566,-35.755,0.024032592,1.82779294,0.776894031,13.69665209
3/30/79,-147.8119965,68.22200012,1263,-13.067,-35.636,0.130462704,1.880655811,0.804118203,13.21413221
3/31/79,-147.8119965,68.22200012,1263,-17.862,-25.939,0.013732906,4.473104888,0.797280682,14.35488523
4/1/79,-147.8119965,68.22200012,1263,-14.007,-28.698,0.030899066,3.33191422,0.800428263,14.3040348
4/2/79,-147.8119965,68.22200012,1263,-13.409,-22.82,0.109863302,2.572914867,0.802482512,14.75943876
4/3/79,-147.8119965,68.22200012,1263,-15.943,-31.7,0.350189258,3.251948804,0.815562546,13.60349694
4/4/79,-147.8119965,68.22200012,1263,-7.283,-19.615,1.8470763,2.484795715,0.916939961,9.74542176
4/5/79,-147.8119965,68.22200012,1263,-5.957,-15.129,0.652312764,2.023372043,0.93607827,12.19634957
4/6/79,-147.8119965,68.22200012,1263,-6.211,-12.1,1.072883628,1.264531007,0.946978157,10.53309078
4/7/79,-147.8119965,68.22200012,1263,-8.306,-15.935,2.053070287,1.86436411,0.929656318,10.06312482
4/8/79,-147.8119965,68.22200012,1263,-13.561,-28.564,3.680420004,5.255995678,0.810476545,12.4696035
4/9/79,-147.8119965,68.22200012,1263,-19.052,-28.631,0,4.387186085,0.770068014,17.5084866
4/10/79,-147.8119965,68.22200012,1263,-14.946,-35.485,0.044631979,1.883319254,0.749865537,17.36634528
4/11/79,-147.8119965,68.22200012,1263,-14.385,-38.226,0.199127124,1.504723911,0.791563526,16.87117518
4/12/79,-147.8119965,68.22200012,1263,-14.744,-40.437,0.164794925,0.907256439,0.765809984,17.72718336
4/13/79,-147.8119965,68.22200012,1263,-16.895,-35.279,0.346755953,2.12556008,0.791872091,17.33354784
4/14/79,-147.8119965,68.22200012,1263,-17.68,-32.547,0.181961006,2.076686846,0.782818541,18.38424042
4/15/79,-147.8119965,68.22200012,1263,-15.202,-38.98,0.178527888,1.410055484,0.787025878,18.75762504
4/16/79,-147.8119965,68.22200012,1263,-13.137,-35.754,0.20942694,1.982431521,0.810373972,18.40618206
4/17/79,-147.8119965,68.22200012,1263,-8.447,-33.222,0.333022889,2.328177881,0.858930436,16.6179888
4/18/79,-147.8119965,68.22200012,1263,-2.422,-26.223,0.398254018,2.001581447,0.910991083,16.75794186
4/19/79,-147.8119965,68.22200012,1263,-4.739,-8.819,1.620483552,3.838923533,0.958789173,13.50433314
4/20/79,-147.8119965,68.22200012,1263,-2.002,-9.525,3.137970384,3.886210047,0.967998739,9.92340216
4/21/79,-147.8119965,68.22200012,1263,-2.444,-18.996,1.462554266,3.683878473,0.96039894,13.29282882
4/22/79,-147.8119965,68.22200012,1263,-2.544,-11.16,1.922606568,5.817483387,0.9510756,13.59010998
4/23/79,-147.8119965,68.22200012,1263,-7.112,-22.56,2.289963283,4.090968529,0.925834365,14.87912922
4/24/79,-147.8119965,68.22200012,1263,-2.701,-7.898,5.191035552,6.233505793,0.960380359,12.62896704
4/25/79,-147.8119965,68.22200012,1263,-4.961,-11.546,0.930404606,4.267844903,0.950683385,13.7859759
4/26/79,-147.8119965,68.22200012,1263,-5.317,-16.222,0.662612796,3.634130482,0.924641346,17.2640862
4/27/79,-147.8119965,68.22200012,1263,-2.798,-7.763,3.50875895,5.467588442,0.966275148,11.70067878
4/28/79,-147.8119965,68.22200012,1263,-0.441,-9.81,0.12016296,2.993865887,0.977568318,15.5292201
4/29/79,-147.8119965,68.22200012,1263,0.715,-8.112,0.55618285,2.682822421,0.967418866,11.67975135
4/30/79,-147.8119965,68.22200012,1263,0.4,-5.407,0.528717053,3.113355134,0.988678563,8.64939042
5/1/79,-147.8119965,68.22200012,1263,0.876,-5.112,0.075531046,3.111428434,0.968093863,19.62444663
5/2/79,-147.8119965,68.22200012,1263,0.377,-8.288,0.432586634,2.926515952,0.955423161,15.15616524
5/3/79,-147.8119965,68.22200012,1263,0.761,-1.527,1.064300904,2.298305288,0.996882727,7.50262545
5/4/79,-147.8119965,68.22200012,1263,-0.439,-6.362,1.057433328,3.06030882,0.986732081,9.84386331
5/5/79,-147.8119965,68.22200012,1263,0.066,-14.827,0.52185078,1.245336671,0.983181663,12.49442161
5/6/79,-147.8119965,68.22200012,1263,-0.01,-12.773,0.346755996,3.433140515,0.954040578,19.51200108
5/7/79,-147.8119965,68.22200012,1263,0.189,-19.683,0.329589612,2.011354485,0.932294349,21.36898454
5/8/79,-147.8119965,68.22200012,1263,-0.512,-6.206,0.796508791,2.445734621,0.968239428,19.66375235
5/9/79,-147.8119965,68.22200012,1263,-0.957,-4.732,2.307128868,1.894347475,0.98418814,10.64665681
5/10/79,-147.8119965,68.22200012,1263,-1.427,-6.115,1.229095548,1.451160981,0.975316353,13.65176873
5/11/79,-147.8119965,68.22200012,1263,-1.765,-17.082,0.230026392,2.20606825,0.959269871,25.8028902
5/12/79,-147.8119965,68.22200012,1263,-0.129,-14.73,0.511550798,1.090230093,0.984900004,19.77260879
5/13/79,-147.8119965,68.22200012,1263,-0.444,-10.958,0.096130368,2.49736073,0.921488315,25.6790367
5/14/79,-147.8119965,68.22200012,1263,1.015,-12.262,0.116729784,1.055039592,0.930469359,21.92974308
5/15/79,-147.8119965,68.22200012,1263,2.379,-8.03,1.287459914,1.307939802,0.967392317,16.0290045
5/16/79,-147.8119965,68.22200012,1263,3.551,-1.52,4.11300877,2.099134968,0.963407411,19.41564265
5/17/79,-147.8119965,68.22200012,1263,-0.104,-3.872,7.566829884,1.77490725,0.989670097,6.428413332
5/18/79,-147.8119965,68.22200012,1263,2.209,-2.254,2.973177,1.086685237,0.984849282,15.30984402
5/19/79,-147.8119965,68.22200012,1263,2.621,-2.57,5.52406212,1.395944492,0.963909399,15.58490832
5/20/79,-147.8119965,68.22200012,1263,3.528,-4.282,3.663248933,1.503244667,0.952874318,22.27134456
5/21/79,-147.8119965,68.22200012,1263,2.567,-2.647,4.42199808,1.458285248,0.973319334,17.58802979
5/22/79,-147.8119965,68.22200012,1263,2.034,-1.668,2.029037868,2.189134857,0.985804603,12.29427893
5/23/79,-147.8119965,68.22200012,1263,1.934,-1.987,1.13639814,1.877926942,0.987026035,10.76288483
5/24/79,-147.8119965,68.22200012,1263,5.571,0.59,0.343322784,1.162985149,0.975435729,21.80745547
5/25/79,-147.8119965,68.22200012,1263,8.743,1.101,3.292465068,1.76085628,0.947388451,25.56697392
5/26/79,-147.8119965,68.22200012,1263,6.539,-0.41,2.482221708,1.795302504,0.947822947,20.12163984
5/27/79,-147.8119965,68.22200012,1263,0.926,-5.812,2.231597009,4.849235698,0.945796703,23.58162954
5/28/79,-147.8119965,68.22200012,1263,4.027,-9.162,1.332092484,2.052268533,0.957170621,19.78042032
5/29/79,-147.8119965,68.22200012,1263,0.203,-9.198,2.568054096,5.116523054,0.952585979,17.31751459
5/30/79,-147.8119965,68.22200012,1263,1.288,-10.261,0.102996864,2.966335147,0.919535854,26.77572756
5/31/79,-147.8119965,68.22200012,1263,8.157,-6.892,0,1.395928064,0.917024857,29.39062248
6/1/79,-147.8119965,68.22200012,1263,6.337,-7.462,0.006866453,3.006475333,0.926740917,29.30175252
6/2/79,-147.8119965,68.22200012,1263,9.154,-1.939,0,2.49184023,0.865368949,31.1142906
6/3/79,-147.8119965,68.22200012,1263,12.028,-1.139,0,1.625478261,0.776328795,31.03442172
6/4/79,-147.8119965,68.22200012,1263,12.208,0.631,0,2.113687709,0.783511648,28.05406848
6/5/79,-147.8119965,68.22200012,1263,11.569,1.441,0,2.567409607,0.761640263,30.79676124
6/6/79,-147.8119965,68.22200012,1263,15.388,-0.926,0,1.699798493,0.694634581,31.14585288
6/7/79,-147.8119965,68.22200012,1263,12.92,3.029,0,3.433053439,0.603848893,31.19185476
6/8/79,-147.8119965,68.22200012,1263,14.573,3.056,0.006866453,1.84788501,0.510596617,25.1249094
6/9/79,-147.8119965,68.22200012,1263,13.564,4.921,0.224876419,3.68213183,0.574588409,24.77688624
6/10/79,-147.8119965,68.22200012,1263,8.304,2.615,4.729273524,5.355045376,0.854201441,12.44481318
6/11/79,-147.8119965,68.22200012,1263,2.614,-1.675,9.9185904,4.984607679,0.926979542,6.68509416
6/12/79,-147.8119965,68.22200012,1263,0.568,-2.237,15.4289232,3.787882803,0.92787417,6.610047912
6/13/79,-147.8119965,68.22200012,1263,0.346,-4.212,2.317428828,3.853574504,0.857296267,19.85191632
6/14/79,-147.8119965,68.22200012,1263,3.216,-4.761,0.264358577,2.804368903,0.832200896,26.73906156
6/15/79,-147.8119965,68.22200012,1263,8.607,-2.629,0,3.547587385,0.707382019,31.91962716
6/16/79,-147.8119965,68.22200012,1263,11.763,0.618,0.508117478,2.642431312,0.67803987,25.10543268
6/17/79,-147.8119965,68.22200012,1263,11.065,1.944,5.206488386,1.823387524,0.798960401,25.23279924
6/18/79,-147.8119965,68.22200012,1263,13.833,4.178,3.762817157,2.219332602,0.850871795,24.53236128
6/19/79,-147.8119965,68.22200012,1263,7.948,4.407,1.538085974,2.879179897,0.863413318,11.3434884
6/20/79,-147.8119965,68.22200012,1263,11.67,3.844,3.719898994,1.743152651,0.735772745,23.6852334
6/21/79,-147.8119965,68.22200012,1263,11.747,3.929,7.625197872,2.099337337,0.828338889,19.35236268
6/22/79,-147.8119965,68.22200012,1263,5.246,1.402,1.323509544,4.138520193,0.807232205,21.82776048
6/23/79,-147.8119965,68.22200012,1263,7.543,-1.005,1.789570757,2.189220771,0.776898219,13.37045256
6/24/79,-147.8119965,68.22200012,1263,9.705,4.52,9.17100918,4.369318435,0.913691119,9.38171106
6/25/79,-147.8119965,68.22200012,1263,9.27,2.171,2.083968914,4.860755014,0.800774094,19.78390746
6/26/79,-147.8119965,68.22200012,1263,5.856,0.085,1.85050895,2.798517671,0.780701185,22.77045252
6/27/79,-147.8119965,68.22200012,1263,6.608,1.211,4.27093763,1.625138431,0.848345335,18.56891124
6/28/79,-147.8119965,68.22200012,1263,9.631,1.746,2.647018361,2.162924671,0.867014309,22.638879
6/29/79,-147.8119965,68.22200012,1263,12.563,2.068,0.509834196,1.33292069,0.76112405,24.55932456
6/30/79,-147.8119965,68.22200012,1263,14.728,3.901,0.302124024,1.421914499,0.726166215,23.93347428
7/1/79,-147.8119965,68.22200012,1263,15.39,4.365,0.020599373,1.401344828,0.670709663,24.0969978
7/2/79,-147.8119965,68.22200012,1263,16.505,5.272,0,2.935398232,0.658097477,27.70419564
7/3/79,-147.8119965,68.22200012,1263,17.172,7.346,0,2.341860596,0.633050366,21.23583012
7/4/79,-147.8119965,68.22200012,1263,16.071,8.891,5.766109639,3.43891899,0.707926532,17.78641452
7/5/79,-147.8119965,68.22200012,1263,8.248,2.786,6.675910596,2.85122472,0.843914319,8.574068772
7/6/79,-147.8119965,68.22200012,1263,5.569,1.644,7.40890728,2.662560366,0.853390316,8.25908094
7/7/79,-147.8119965,68.22200012,1263,9.21,3.336,4.38766398,2.37526068,0.824818653,11.63188181
7/8/79,-147.8119965,68.22200012,1263,3.392,1.407,10.35547128,1.895464249,0.916148188,5.58027702
7/9/79,-147.8119965,68.22200012,1263,7.923,1.536,0.625705582,2.879976877,0.702181191,15.65813927
7/10/79,-147.8119965,68.22200012,1263,6.766,1.118,3.630637116,4.208062322,0.733042219,11.84574096
7/11/79,-147.8119965,68.22200012,1263,4.69,1.557,2.1612159,2.593115849,0.91172056,6.2278299
7/12/79,-147.8119965,68.22200012,1263,12.179,1.397,0.070381152,2.348107776,0.601912165,29.13096852
7/13/79,-147.8119965,68.22200012,1263,16.972,3.107,0,2.413560283,0.425639688,29.10481956
7/14/79,-147.8119965,68.22200012,1263,18.895,7.607,0,1.871161053,0.471368182,25.31425068
7/15/79,-147.8119965,68.22200012,1263,17.158,11.781,0,2.243611128,0.468870849,12.1504518
7/16/79,-147.8119965,68.22200012,1263,16.165,10.891,0.013732906,2.658284282,0.467631366,12.47163624
7/17/79,-147.8119965,68.22200012,1263,17.355,9.029,2.883907116,1.201032493,0.530432741,15.00282936
7/18/79,-147.8119965,68.22200012,1263,15.995,7.621,4.9635864,1.206891175,0.64491199,18.40398768
7/19/79,-147.8119965,68.22200012,1263,16.231,7.893,0.511550906,1.731324457,0.544125914,24.260787
7/20/79,-147.8119965,68.22200012,1263,16.884,6.945,0,3.387499935,0.436148503,23.0960862
7/21/79,-147.8119965,68.22200012,1263,18.576,7.273,0,2.306672218,0.472171001,26.75155428
7/22/79,-147.8119965,68.22200012,1263,17.962,10.38,0,1.188157605,0.444251576,14.42244708
7/23/79,-147.8119965,68.22200012,1263,15.034,8.942,3.879547272,3.107651181,0.709745545,15.00029982
7/24/79,-147.8119965,68.22200012,1263,18.474,7.198,0,3.668218874,0.546972803,24.9020514
7/25/79,-147.8119965,68.22200012,1263,16.69,8.982,4.571341272,2.493834205,0.685740661,9.9672129
7/26/79,-147.8119965,68.22200012,1263,11.095,6.763,4.997064096,4.611459029,0.880022977,7.411610808
7/27/79,-147.8119965,68.22200012,1263,9.551,6.981,17.40989736,2.880858723,0.957837043,3.296531016
7/28/79,-147.8119965,68.22200012,1263,10.539,6.035,2.87017668,1.534577156,0.800559411,9.924691572
7/29/79,-147.8119965,68.22200012,1263,13.435,4.036,0,1.039219427,0.631857327,16.74201661
7/30/79,-147.8119965,68.22200012,1263,13.052,8.88,0,1.87389724,0.550479091,12.43406671
7/31/79,-147.8119965,68.22200012,1263,14.546,8.94,1.829910456,0.947418956,0.595840152,13.6755563
8/1/79,-147.8119965,68.22200012,1263,15.586,7.572,0.858306679,1.625750153,0.60024824,17.4729933
8/2/79,-147.8119965,68.22200012,1263,9.22,6.621,4.59366053,2.264401191,0.883943785,3.976199892
8/3/79,-147.8119965,68.22200012,1263,8.328,5.809,6.875037036,2.814101208,0.947202866,3.772799388
8/4/79,-147.8119965,68.22200012,1263,9.726,4.421,5.94549108,1.711740693,0.960238986,5.938482852
8/5/79,-147.8119965,68.22200012,1263,8.716,5.996,11.88239832,2.45956807,0.992012762,2.93428116
8/6/79,-147.8119965,68.22200012,1263,8.694,5.29,8.9718831,2.611223928,0.969189291,5.182139358
8/7/79,-147.8119965,68.22200012,1263,15.041,3.611,0.448036193,1.725318165,0.837793002,21.53294658
8/8/79,-147.8119965,68.22200012,1263,11.588,4.418,0.480652085,2.828303542,0.856377724,13.87563649
8/9/79,-147.8119965,68.22200012,1263,12.869,4.502,1.033401852,1.639031752,0.857557277,12.74241996
8/10/79,-147.8119965,68.22200012,1263,15.708,3.227,1.399040546,2.263209017,0.791954393,16.41554575
8/11/79,-147.8119965,68.22200012,1263,14.018,5.52,0.9870534,2.214654031,0.832192192,19.14176462
8/12/79,-147.8119965,68.22200012,1263,14.542,3.385,0,2.229852096,0.802711526,15.01003282
8/13/79,-147.8119965,68.22200012,1263,14.356,4.105,6.155781026,1.830848301,0.885270553,11.10166722
8/14/79,-147.8119965,68.22200012,1263,16.067,3.815,0,3.148348268,0.82713405,20.2655853
8/15/79,-147.8119965,68.22200012,1263,15.965,6.52,2.367208418,3.15495736,0.790290633,19.93578941
8/16/79,-147.8119965,68.22200012,1263,15.415,4.247,0.875472926,1.711490587,0.818261957,16.04013984
8/17/79,-147.8119965,68.22200012,1263,13.173,3.543,3.091623674,2.379652159,0.824234555,15.56831673
8/18/79,-147.8119965,68.22200012,1263,11.943,3.12,0.010299679,2.189317978,0.847631377,17.17937505
8/19/79,-147.8119965,68.22200012,1263,12.882,2.977,0.39997098,3.504992518,0.78147993,16.07180976
8/20/79,-147.8119965,68.22200012,1263,8.739,2.468,1.884841985,3.610576632,0.884140334,10.89382635
8/21/79,-147.8119965,68.22200012,1263,5.795,2.252,1.144122775,3.780235386,0.872905983,12.32375803
8/22/79,-147.8119965,68.22200012,1263,6.119,1.691,2.820396636,2.766910847,0.971444622,2.72829321
8/23/79,-147.8119965,68.22200012,1263,12.091,0.697,0.034332278,1.200559667,0.907560391,10.17602028
8/24/79,-147.8119965,68.22200012,1263,16.11,3.508,0,2.22975101,0.759661878,18.36990288
8/25/79,-147.8119965,68.22200012,1263,12.282,3.479,0,3.539681599,0.8233075,16.36936747
8/26/79,-147.8119965,68.22200012,1263,7.094,3.669,1.17416381,4.324305327,0.949279621,4.576386672
8/27/79,-147.8119965,68.22200012,1263,4.747,2.719,5.94634716,2.896641548,0.952321416,3.966355332
8/28/79,-147.8119965,68.22200012,1263,4.872,2.112,12.00256603,1.865402406,0.979805517,3.918993372
8/29/79,-147.8119965,68.22200012,1263,4.224,0.024,5.633925624,2.123235546,0.938011289,6.08597028
8/30/79,-147.8119965,68.22200012,1263,5.303,-0.738,0.473786021,1.938250085,0.896737564,10.55935991
8/31/79,-147.8119965,68.22200012,1263,7.05,-2.899,5.712891444,0.998661288,0.873886792,11.94012612
9/1/79,-147.8119965,68.22200012,1263,7.175,-1.47,5.542944372,0.420450207,0.888613626,10.78199532
9/2/79,-147.8119965,68.22200012,1263,5.894,-2.766,0.33302309,1.585517481,0.882049504,14.44989276
9/3/79,-147.8119965,68.22200012,1263,2.049,-2.038,1.265143838,3.638237726,0.959272278,8.30165274
9/4/79,-147.8119965,68.22200012,1263,0.413,-2.731,0.798225696,4.54376566,0.943745333,8.49206421
9/5/79,-147.8119965,68.22200012,1263,1.605,-3.702,0.616264459,3.833472957,0.961950963,8.868096252
9/6/79,-147.8119965,68.22200012,1263,3.852,-1.397,0.161361655,2.356857592,0.981145586,9.99371574
9/7/79,-147.8119965,68.22200012,1263,7.381,-3.694,0,1.797472456,0.966534496,14.68265348
9/8/79,-147.8119965,68.22200012,1263,3.014,-0.72,0.441170273,2.956588224,0.986961797,4.7704995
9/9/79,-147.8119965,68.22200012,1263,4.104,0.541,0.446319612,0.992193309,0.9908897,4.157269272
9/10/79,-147.8119965,68.22200012,1263,5.642,1.359,0.302124024,1.439550291,0.9648489,9.93555
9/11/79,-147.8119965,68.22200012,1263,5.797,0.647,0.218868408,2.082076681,0.947193722,12.98288484
9/12/79,-147.8119965,68.22200012,1263,1.502,-2.445,1.730346854,4.54154272,0.968968134,4.76831772
9/13/79,-147.8119965,68.22200012,1263,-2.068,-8.904,0.484084958,2.889858921,0.850862072,13.18252698
9/14/79,-147.8119965,68.22200012,1263,-2.271,-10.701,0.039482136,1.992351211,0.832872499,11.17220695
